_id,date,name
ObjectId(5e93c8c8b0016d2e3c254bcc),2020-04-13T02:04:56.318Z,It’s Raining Raincoats
ObjectId(5e93c8c8b0016d2e3c254bcd),2020-04-13T02:04:56.322Z,Top-up Migrant Workers Pre-paid SIM Cards
ObjectId(5e93c8ccb0016d2e3c254bd1),2020-04-13T02:05:00.455Z,Top-up Migrant Workers Pre-paid SIM Cards
ObjectId(5e93c8cdb0016d2e3c254bd4),2020-04-13T02:05:01.238Z,It’s Raining Raincoats
ObjectId(5e93c915b0016d2e3c254beb),2020-04-13T02:06:13.423Z,It’s Raining Raincoats
ObjectId(5e93c93fb0016d2e3c254bf3),2020-04-13T02:06:55.683Z,It’s Raining Raincoats
ObjectId(5e93c9c9b0016d2e3c254c16),2020-04-13T02:09:13.785Z,KampungKakis
ObjectId(5e93cb58b0016d2e3c254c84),2020-04-13T02:15:52.456Z,Top-up Migrant Workers Pre-paid SIM Cards
ObjectId(5e93cb76b0016d2e3c254c89),2020-04-13T02:16:22.375Z,Willing Hearts Soup Kitchen
ObjectId(5e93cb80b0016d2e3c254c8c),2020-04-13T02:16:32.824Z,HealthServe
ObjectId(5e93cb9ab0016d2e3c254c93),2020-04-13T02:16:58.395Z,Project Chulia Street - Coronavirus Prevention Care Packets
ObjectId(5e93cc58b0016d2e3c254cd2),2020-04-13T02:20:08.979Z,COVID-19 Consolidated Support Measures
ObjectId(5e93cc8bb0016d2e3c254ce1),2020-04-13T02:20:59.389Z,Support migrant workers through Covid-19 and beyond
ObjectId(5e93cc8fb0016d2e3c254ce4),2020-04-13T02:21:03.436Z,Support migrant workers through Covid-19 and beyond
ObjectId(5e93cc94b0016d2e3c254cea),2020-04-13T02:21:08.808Z,COVID-19 Consolidated Support Measures
ObjectId(5e93cc94b0016d2e3c254ceb),2020-04-13T02:21:08.837Z,COVID-19 Consolidated Support Measures
ObjectId(5e93cc94b0016d2e3c254cec),2020-04-13T02:21:08.846Z,Financial Assistance Schemes and Support Package Summary
ObjectId(5e93cec5b0016d2e3c254d8f),2020-04-13T02:30:29.355Z,Take my solidarity payment. Others need it more
ObjectId(5e93cefeb0016d2e3c254da3),2020-04-13T02:31:26.252Z,Wares Mutual Aid
ObjectId(5e93cf06b0016d2e3c254da4),2020-04-13T02:31:34.950Z,It’s Raining Raincoats
ObjectId(5e93cf1eb0016d2e3c254da7),2020-04-13T02:31:58.966Z,International Rescue Committee
ObjectId(5e93cf25b0016d2e3c254da8),2020-04-13T02:32:05.519Z,Help Us Buy Food Now (Food From The Heart)
ObjectId(5e93cf27b0016d2e3c254da9),2020-04-13T02:32:07.936Z,Let the Giving Continue (Foodbank SG)
ObjectId(5e93cf35b0016d2e3c254daa),2020-04-13T02:32:21.209Z,Willing Hearts Soup Kitchen
ObjectId(5e93d1c9b0016d2e3c254e56),2020-04-13T02:43:21.418Z,Tools for COVID-19
ObjectId(5e93d393b0016d2e3c254ec9),2020-04-13T02:50:59.425Z,Wares Mutual Aid
ObjectId(5e93d3c5b0016d2e3c254ed0),2020-04-13T02:51:49.694Z,SG United
ObjectId(5e93d463b0016d2e3c254ee9),2020-04-13T02:54:27.716Z,Take my solidarity payment. Others need it more
ObjectId(5e93d54fb0016d2e3c254f0f),2020-04-13T02:58:23.354Z,Summer 2020 Opportunities (For Students)
ObjectId(5e93d5efb0016d2e3c254f23),2020-04-13T03:01:03.681Z,SGBono (To Join)
ObjectId(5e93d644b0016d2e3c254f37),2020-04-13T03:02:28.854Z,Virtual Career Fair
ObjectId(5e93d6aeb0016d2e3c254f4d),2020-04-13T03:04:14.244Z,COVID-19-COS Questionnaire
ObjectId(5e93d773b0016d2e3c254f6d),2020-04-13T03:07:31.773Z,Getting through COVID19 - Long Term Support for Seniors
ObjectId(5e93d773b0016d2e3c254f6e),2020-04-13T03:07:31.775Z,Happy People Helping People Community
ObjectId(5e93d773b0016d2e3c254f6f),2020-04-13T03:07:31.997Z,Can You Help Our Local Elderly During This COVID-19 Situation
ObjectId(5e93d774b0016d2e3c254f74),2020-04-13T03:07:32.024Z,Happy People Helping People Community
ObjectId(5e93d83db0016d2e3c254f9c),2020-04-13T03:10:53.835Z,Getting through COVID19 - Long Term Support for Seniors
ObjectId(5e93d83db0016d2e3c254f9d),2020-04-13T03:10:53.839Z,TOUCH Home Care Meals-on-Wheels
ObjectId(5e93d98bb0016d2e3c254fd5),2020-04-13T03:16:27.176Z,Free Mental Health Teleconsultations by MHC Asia
ObjectId(5e93da5fb0016d2e3c255022),2020-04-13T03:19:59.754Z,Bars.sg
ObjectId(5e93da79b0016d2e3c255030),2020-04-13T03:20:25.492Z,SGBono (To Join)
ObjectId(5e93db65b0016d2e3c255074),2020-04-13T03:24:21.016Z,Happy People Helping People Community
ObjectId(5e93db65b0016d2e3c255075),2020-04-13T03:24:21.246Z,Getting through COVID19 - Long Term Support for Seniors
ObjectId(5e93db65b0016d2e3c255076),2020-04-13T03:24:21.250Z,TOUCH Home Care Meals-on-Wheels
ObjectId(5e93dca8b0016d2e3c2550de),2020-04-13T03:29:44.629Z,Can You Help Our Local Elderly During This COVID-19 Situation
ObjectId(5e93dca8b0016d2e3c2550df),2020-04-13T03:29:44.635Z,O’Joy Care Services Phone Counselling Mental Health
ObjectId(5e93dca8b0016d2e3c2550e0),2020-04-13T03:29:44.636Z,Getting through COVID19 - Long Term Support for Seniors
ObjectId(5e93dd75b0016d2e3c255119),2020-04-13T03:33:09.458Z,Bars.sg
ObjectId(5e93dd80b0016d2e3c255120),2020-04-13T03:33:20.044Z,Goodhood.sg
ObjectId(5e93dd86b0016d2e3c255121),2020-04-13T03:33:26.715Z,COVID-19 Consolidated Support Measures
ObjectId(5e93dd86b0016d2e3c255124),2020-04-13T03:33:26.729Z,Financial Assistance Schemes and Support Package Summary
ObjectId(5e93ddf5b0016d2e3c255142),2020-04-13T03:35:17.489Z,SGBono (To Gift)
ObjectId(5e93de0cb0016d2e3c25514f),2020-04-13T03:35:40.610Z,Home-Bound Helpers SG
ObjectId(5e93de21b0016d2e3c255150),2020-04-13T03:36:01.812Z,Giving.sg
ObjectId(5e93de4ab0016d2e3c255164),2020-04-13T03:36:42.915Z,Goodhood.sg
ObjectId(5e93dec8b0016d2e3c255191),2020-04-13T03:38:48.035Z,SG United
ObjectId(5e93deceb0016d2e3c255192),2020-04-13T03:38:54.098Z,Summer 2020 Opportunities (For Students)
ObjectId(5e93dedfb0016d2e3c255199),2020-04-13T03:39:11.194Z,Beyond Social Services Crowdfunding
ObjectId(5e93deeab0016d2e3c2551a0),2020-04-13T03:39:22.674Z,AWARE Vulnerable Women’s Fund
ObjectId(5e93def1b0016d2e3c2551a7),2020-04-13T03:39:29.720Z,COVID-19 Consolidated Support Measures
ObjectId(5e93df13b0016d2e3c2551ae),2020-04-13T03:40:03.557Z,AWARE Vulnerable Women’s Fund
ObjectId(5e93df13b0016d2e3c2551b1),2020-04-13T03:40:03.840Z,COVID-19-COS Questionnaire
ObjectId(5e93df13b0016d2e3c2551b2),2020-04-13T03:40:03.847Z,Goodhood.sg
ObjectId(5e93df5fb0016d2e3c2551c9),2020-04-13T03:41:19.580Z,Project Chulia Street - Coronavirus Prevention Care Packets
ObjectId(5e93df65b0016d2e3c2551d0),2020-04-13T03:41:25.306Z,Community Chest - The Courage Fund
ObjectId(5e93e10eb0016d2e3c255283),2020-04-13T03:48:30.960Z,ChopeAndSave
ObjectId(5e93e140b0016d2e3c255286),2020-04-13T03:49:20.510Z,Happy People Helping People Community
ObjectId(5e93e140b0016d2e3c255287),2020-04-13T03:49:20.672Z,TOUCH Home Care Meals-on-Wheels
ObjectId(5e93e140b0016d2e3c255288),2020-04-13T03:49:20.679Z,Can You Help Our Local Elderly During This COVID-19 Situation
ObjectId(5e93e140b0016d2e3c255289),2020-04-13T03:49:20.684Z,O’Joy Care Services Phone Counselling Mental Health
ObjectId(5e93e140b0016d2e3c25528a),2020-04-13T03:49:20.690Z,TOUCH Home Care Meals-on-Wheels
ObjectId(5e93e196b0016d2e3c2552ad),2020-04-13T03:50:46.773Z,Willing Hearts
ObjectId(5e93e1bbb0016d2e3c2552af),2020-04-13T03:51:23.625Z,Take my solidarity payment. Others need it more
ObjectId(5e93e20cb0016d2e3c2552ce),2020-04-13T03:52:44.502Z,Temporary Academic Assistance
ObjectId(5e93e29bb0016d2e3c2552f2),2020-04-13T03:55:07.533Z,ChopeAndSave
ObjectId(5e93e2acb0016d2e3c2552f3),2020-04-13T03:55:24.754Z,Home-Bound Helpers SG
ObjectId(5e93e2acb0016d2e3c2552f4),2020-04-13T03:55:24.756Z,Happy People Helping People Community
ObjectId(5e93e2acb0016d2e3c2552f5),2020-04-13T03:55:24.771Z,Viral Kindness Singapore
ObjectId(5e93e2acb0016d2e3c2552f6),2020-04-13T03:55:24.776Z,SG United
ObjectId(5e93e2acb0016d2e3c2552f7),2020-04-13T03:55:24.779Z,The Kindness Initiative SG
ObjectId(5e93e2d4b0016d2e3c25530a),2020-04-13T03:56:04.537Z,Take my solidarity payment. Others need it more
ObjectId(5e93e2fab0016d2e3c255317),2020-04-13T03:56:42.657Z,[ONE PSYCH COMMUNITY] TACKLING THE COVID-19 CRISIS
ObjectId(5e93e496b0016d2e3c255398),2020-04-13T04:03:34.175Z,TOUCH Home Care Meals-on-Wheels
ObjectId(5e93e50eb0016d2e3c2553c8),2020-04-13T04:05:34.767Z,KOPI-19 ☕
ObjectId(5e93e50eb0016d2e3c2553cb),2020-04-13T04:05:34.824Z,Family Support Fund - COVID-19
ObjectId(5e93e512b0016d2e3c2553d0),2020-04-13T04:05:38.968Z,It’s Raining Raincoats
ObjectId(5e93e574b0016d2e3c2553fd),2020-04-13T04:07:16.604Z,Zero-waste food deliveries (Covid edition)
ObjectId(5e93e587b0016d2e3c25540b),2020-04-13T04:07:35.257Z,KampungKakis
ObjectId(5e93e58fb0016d2e3c255411),2020-04-13T04:07:43.387Z,COVID-19 Tutoring Support for Students
ObjectId(5e93e599b0016d2e3c255412),2020-04-13T04:07:53.642Z,It’s Raining Raincoats
ObjectId(5e93e678b0016d2e3c255474),2020-04-13T04:11:36.197Z,barePack
ObjectId(5e93e738b0016d2e3c2554c3),2020-04-13T04:14:48.855Z,Your Head Lah! Mutual Aid
ObjectId(5e93eac6b0016d2e3c255620),2020-04-13T04:29:58.930Z,Your Head Lah! Mutual Aid
ObjectId(5e93ebb8b0016d2e3c255672),2020-04-13T04:34:00.103Z,Advisory
ObjectId(5e93ec30b0016d2e3c2556a1),2020-04-13T04:36:00.603Z,TOUCH Home Care Meals-on-Wheels
ObjectId(5e93ed21b0016d2e3c2556f7),2020-04-13T04:40:01.677Z,It’s Raining Raincoats
ObjectId(5e93ee00b0016d2e3c25572b),2020-04-13T04:43:44.431Z,Zero-waste food deliveries (Covid edition)
ObjectId(5e93f0f5b0016d2e3c2557d7),2020-04-13T04:56:21.598Z,Home-Bound Helpers SG
ObjectId(5e93f142b0016d2e3c2557e2),2020-04-13T04:57:38.143Z,[ONE PSYCH COMMUNITY] TACKLING THE COVID-19 CRISIS
ObjectId(5e93f1e0b0016d2e3c255819),2020-04-13T05:00:16.177Z,COVID-19 Tutoring Support for Students
ObjectId(5e93f214b0016d2e3c255825),2020-04-13T05:01:08.270Z,Advisory
ObjectId(5e93f21cb0016d2e3c255826),2020-04-13T05:01:16.504Z,Computers Against Covid (Engineering Good)
ObjectId(5e93f226b0016d2e3c255830),2020-04-13T05:01:26.505Z,KampungKakis
ObjectId(5e93f232b0016d2e3c255833),2020-04-13T05:01:38.677Z,Your Head Lah! Mutual Aid
ObjectId(5e93f235b0016d2e3c255834),2020-04-13T05:01:41.680Z,Goodhood.sg
ObjectId(5e93f23cb0016d2e3c255835),2020-04-13T05:01:48.210Z,It’s Raining Raincoats
ObjectId(5e93f23eb0016d2e3c25583c),2020-04-13T05:01:50.112Z,CPH Online Counselling
ObjectId(5e93f242b0016d2e3c255843),2020-04-13T05:01:54.475Z,Safe Space - SG's first online &amp; offline counselling app
ObjectId(5e93f248b0016d2e3c255844),2020-04-13T05:02:00.738Z,Temporary Academic Assistance
ObjectId(5e93f24eb0016d2e3c255845),2020-04-13T05:02:06.747Z,COVID-19 Tutoring Support for Students
ObjectId(5e93f250b0016d2e3c25584c),2020-04-13T05:02:08.767Z,Caring for you Emotionally * Our way of helping you keep healthy mentally
ObjectId(5e93f254b0016d2e3c25584d),2020-04-13T05:02:12.347Z,Free Mental Health Teleconsultations by MHC Asia
ObjectId(5e93f421b0016d2e3c2558cf),2020-04-13T05:09:53.740Z,Free Teaching Resources on Social and Environmental Issues
ObjectId(5e93f425b0016d2e3c2558d6),2020-04-13T05:09:57.313Z,SilverGood
ObjectId(5e93f427b0016d2e3c2558d7),2020-04-13T05:09:59.656Z,ChopeAndSave
ObjectId(5e93f438b0016d2e3c2558de),2020-04-13T05:10:16.959Z,Your Head Lah! Mutual Aid
ObjectId(5e93f43eb0016d2e3c2558e2),2020-04-13T05:10:22.567Z,It’s Raining Raincoats
ObjectId(5e93f445b0016d2e3c2558e4),2020-04-13T05:10:29.120Z,Free Mental Health Teleconsultations by MHC Asia
ObjectId(5e93f499b0016d2e3c2558fa),2020-04-13T05:11:53.871Z,COVID-19 Tutoring Support for Students
ObjectId(5e93f70eb0016d2e3c25599d),2020-04-13T05:22:22.973Z,Advisory
ObjectId(5e93fa91b0016d2e3c255a14),2020-04-13T05:37:21.627Z,"Managing Your Mental Health through Therapy, Nutrition and Fitness"
ObjectId(5e93fb0ab0016d2e3c255a27),2020-04-13T05:39:22.306Z,"Managing Your Mental Health through Therapy, Nutrition and Fitness"
ObjectId(5e93fc35b0016d2e3c255a6b),2020-04-13T05:44:21.505Z,Beyond Social Services Crowdfunding
ObjectId(5e93fc73b0016d2e3c255a6e),2020-04-13T05:45:23.681Z,"Managing Your Mental Health through Therapy, Nutrition and Fitness"
ObjectId(5e93fed6b0016d2e3c255ae3),2020-04-13T05:55:34.403Z,Advisory
ObjectId(5e93ff02b0016d2e3c255aed),2020-04-13T05:56:18.407Z,"Managing Your Mental Health through Therapy, Nutrition and Fitness"
ObjectId(5e93ffabb0016d2e3c255b10),2020-04-13T05:59:07.920Z,"Managing Your Mental Health through Therapy, Nutrition and Fitness"
ObjectId(5e940017b0016d2e3c255b25),2020-04-13T06:00:55.882Z,Family Support Fund - COVID-19
ObjectId(5e9400cab0016d2e3c255b40),2020-04-13T06:03:54.299Z,"Managing Your Mental Health through Therapy, Nutrition and Fitness"
ObjectId(5e94018cb0016d2e3c255b60),2020-04-13T06:07:08.086Z,Summer 2020 Opportunities (For Students)
ObjectId(5e9401f6b0016d2e3c255b75),2020-04-13T06:08:54.656Z,Tools for COVID-19
ObjectId(5e940266b0016d2e3c255b88),2020-04-13T06:10:46.815Z,Top-up Migrant Workers Pre-paid SIM Cards
ObjectId(5e940280b0016d2e3c255b89),2020-04-13T06:11:12.786Z,SG United
ObjectId(5e940397b0016d2e3c255bbc),2020-04-13T06:15:51.050Z,Help Us Buy Food Now (Food From The Heart)
ObjectId(5e94039ab0016d2e3c255bbd),2020-04-13T06:15:54.370Z,Let the Giving Continue (Foodbank SG)
ObjectId(5e9403f4b0016d2e3c255bd2),2020-04-13T06:17:24.500Z,Willing Hearts
ObjectId(5e94042bb0016d2e3c255bee),2020-04-13T06:18:19.830Z,Top-up Migrant Workers Pre-paid SIM Cards
ObjectId(5e940443b0016d2e3c255bf6),2020-04-13T06:18:43.400Z,COVID-19 Consolidated Support Measures
ObjectId(5e940443b0016d2e3c255bf8),2020-04-13T06:18:43.721Z,COVID-19 Consolidated Support Measures
ObjectId(5e940446b0016d2e3c255bfd),2020-04-13T06:18:46.246Z,TOUCH Home Care Meals-on-Wheels
ObjectId(5e94046bb0016d2e3c255c03),2020-04-13T06:19:23.298Z,O’Joy Care Services Phone Counselling
ObjectId(5e94046db0016d2e3c255c05),2020-04-13T06:19:25.138Z,TOUCH Home Care Meals-on-Wheels
ObjectId(5e94048bb0016d2e3c255c11),2020-04-13T06:19:55.607Z,O’Joy Care Services Phone Counselling
ObjectId(5e9405f8b0016d2e3c255c81),2020-04-13T06:26:00.753Z,Bars.sg
ObjectId(5e9405f8b0016d2e3c255c82),2020-04-13T06:26:00.812Z,Zero-waste food deliveries (Covid edition)
ObjectId(5e9406c2b0016d2e3c255cbb),2020-04-13T06:29:22.159Z,KOPI-19 ☕
ObjectId(5e94082ab0016d2e3c255d0a),2020-04-13T06:35:22.077Z,Summer 2020 Opportunities
ObjectId(5e9408e1b0016d2e3c255d35),2020-04-13T06:38:25.657Z,Your Head Lah! Mutual Aid
ObjectId(5e940946b0016d2e3c255d49),2020-04-13T06:40:06.851Z,Take my solidarity payment. Others need it more
ObjectId(5e94094eb0016d2e3c255d50),2020-04-13T06:40:14.903Z,Give Your Solidarity Payment To Break Cycles Of Inequality
ObjectId(5e940a4cb0016d2e3c255d86),2020-04-13T06:44:28.075Z,barePack
ObjectId(5e940ae7b0016d2e3c255da6),2020-04-13T06:47:03.053Z,Goodhood.sg
ObjectId(5e940bbbb0016d2e3c255df0),2020-04-13T06:50:35.517Z,Advisory
ObjectId(5e940c80b0016d2e3c255e13),2020-04-13T06:53:52.693Z,O’Joy Care Services Phone Counselling
ObjectId(5e940cacb0016d2e3c255e2a),2020-04-13T06:54:36.449Z,SG United
ObjectId(5e940dc2b0016d2e3c255e5d),2020-04-13T06:59:14.336Z,It’s Raining Raincoats
ObjectId(5e941023b0016d2e3c255ed7),2020-04-13T07:09:23.375Z,Top-up Migrant Workers Pre-paid SIM Cards
ObjectId(5e941065b0016d2e3c255ee4),2020-04-13T07:10:29.630Z,Goodhood.sg
ObjectId(5e9411b2b0016d2e3c255f40),2020-04-13T07:16:02.697Z,Summer 2020 Opportunities (For Students)
ObjectId(5e941316b0016d2e3c255f74),2020-04-13T07:21:58.050Z,Family Support Fund - COVID-19
ObjectId(5e9413264040df581af57fdb),2020-04-13T07:22:14.908Z,KampungKakis
ObjectId(5e9413294040df581af57fdc),2020-04-13T07:22:17.143Z,KampungKakis
