_id,date,name
ObjectId(5e9417594040df581af5807c),2020-04-13T07:40:09.226Z,Students
ObjectId(5e9417594040df581af5807d),2020-04-13T07:40:09.237Z,Students
ObjectId(5e9417594040df581af5807e),2020-04-13T07:40:09.240Z,Students
ObjectId(5e9417594040df581af5807f),2020-04-13T07:40:09.246Z,Students
ObjectId(5e9417594040df581af58080),2020-04-13T07:40:09.261Z,Students
ObjectId(5e9417594040df581af58081),2020-04-13T07:40:09.883Z,Obtaining Essentials
ObjectId(5e9417594040df581af58082),2020-04-13T07:40:09.897Z,Obtaining Essentials
ObjectId(5e9417594040df581af58083),2020-04-13T07:40:09.907Z,Obtaining Essentials
ObjectId(5e9417594040df581af58084),2020-04-13T07:40:09.907Z,Obtaining Essentials
ObjectId(5e9417594040df581af58085),2020-04-13T07:40:09.908Z,Obtaining Essentials
ObjectId(5e94175a4040df581af58086),2020-04-13T07:40:10.148Z,Obtaining Essentials
ObjectId(5e9417d14040df581af58087),2020-04-13T07:42:09.754Z,Students
ObjectId(5e9417d14040df581af58088),2020-04-13T07:42:09.761Z,Stay Home
ObjectId(5e9417d14040df581af58089),2020-04-13T07:42:09.763Z,Stay Home
ObjectId(5e9417d14040df581af5808a),2020-04-13T07:42:09.763Z,Students
ObjectId(5e9417d14040df581af5808b),2020-04-13T07:42:09.773Z,Stay Home
ObjectId(5e9417d14040df581af5808c),2020-04-13T07:42:09.774Z,Students
ObjectId(5e9417d24040df581af5808d),2020-04-13T07:42:10.360Z,Obtaining Essentials
ObjectId(5e9417d24040df581af5808e),2020-04-13T07:42:10.371Z,Obtaining Essentials
ObjectId(5e9417d24040df581af5808f),2020-04-13T07:42:10.377Z,Obtaining Essentials
ObjectId(5e9417d24040df581af58090),2020-04-13T07:42:10.383Z,Obtaining Essentials
ObjectId(5e9417d24040df581af58091),2020-04-13T07:42:10.384Z,Obtaining Essentials
ObjectId(5e9417d24040df581af58092),2020-04-13T07:42:10.624Z,Domestic Violence
ObjectId(5e94184a4040df581af58093),2020-04-13T07:44:10.258Z,Stay Home
ObjectId(5e94184a4040df581af58094),2020-04-13T07:44:10.260Z,Stay Home
ObjectId(5e94184a4040df581af58095),2020-04-13T07:44:10.268Z,Stay Home
ObjectId(5e94184a4040df581af58096),2020-04-13T07:44:10.275Z,Stay Home
ObjectId(5e94184a4040df581af58097),2020-04-13T07:44:10.286Z,Stay Home
ObjectId(5e94184a4040df581af58098),2020-04-13T07:44:10.299Z,Stay Home
ObjectId(5e94184a4040df581af58099),2020-04-13T07:44:10.859Z,Domestic Violence
ObjectId(5e94184a4040df581af5809a),2020-04-13T07:44:10.859Z,Low-income Households
ObjectId(5e94184a4040df581af5809b),2020-04-13T07:44:10.860Z,Domestic Violence
ObjectId(5e94184a4040df581af5809c),2020-04-13T07:44:10.860Z,Low-income Households
ObjectId(5e9418c24040df581af5809d),2020-04-13T07:46:10.755Z,Stay Home
ObjectId(5e9418c24040df581af5809e),2020-04-13T07:46:10.760Z,Stay Home
ObjectId(5e9418c24040df581af5809f),2020-04-13T07:46:10.765Z,Stay Home
ObjectId(5e9418c24040df581af580a0),2020-04-13T07:46:10.769Z,Stay Home
ObjectId(5e9418c24040df581af580a1),2020-04-13T07:46:10.798Z,Stay Home
ObjectId(5e9418c24040df581af580a2),2020-04-13T07:46:10.844Z,Stay Home
ObjectId(5e94193b4040df581af580a3),2020-04-13T07:48:11.262Z,Stay Home
ObjectId(5e94193b4040df581af580a4),2020-04-13T07:48:11.269Z,Stay Home
ObjectId(5e94193b4040df581af580a5),2020-04-13T07:48:11.275Z,Stay Home
ObjectId(5e94193b4040df581af580a6),2020-04-13T07:48:11.281Z,Stay Home
ObjectId(5e94193b4040df581af580a7),2020-04-13T07:48:11.310Z,Stay Home
ObjectId(5e94193b4040df581af580a8),2020-04-13T07:48:11.383Z,Stay Home
ObjectId(5e9419b34040df581af580a9),2020-04-13T07:50:11.750Z,Stay Home
ObjectId(5e9419b34040df581af580aa),2020-04-13T07:50:11.780Z,Stay Home
ObjectId(5e9419b34040df581af580ab),2020-04-13T07:50:11.803Z,Stay Home
ObjectId(5e9419b34040df581af580ac),2020-04-13T07:50:11.811Z,Stay Home
ObjectId(5e9419b34040df581af580ad),2020-04-13T07:50:11.823Z,Stay Home
ObjectId(5e9419b34040df581af580ae),2020-04-13T07:50:11.932Z,Stay Home
ObjectId(5e941a2c4040df581af580af),2020-04-13T07:52:12.300Z,Stay Home
ObjectId(5e941a2c4040df581af580b0),2020-04-13T07:52:12.311Z,Stay Home
ObjectId(5e941a2c4040df581af580b1),2020-04-13T07:52:12.315Z,Stay Home
ObjectId(5e941a2c4040df581af580b2),2020-04-13T07:52:12.323Z,Stay Home
ObjectId(5e941a2c4040df581af580b3),2020-04-13T07:52:12.346Z,Stay Home
ObjectId(5e941a2c4040df581af580b4),2020-04-13T07:52:12.505Z,Stay Home
ObjectId(5e941a444040df581af580b6),2020-04-13T07:52:36.632Z,Medical Services
ObjectId(5e941aa44040df581af580b7),2020-04-13T07:54:12.870Z,Stay Home
ObjectId(5e941aa44040df581af580b8),2020-04-13T07:54:12.886Z,Stay Home
ObjectId(5e941aa44040df581af580b9),2020-04-13T07:54:12.886Z,Stay Home
ObjectId(5e941aa44040df581af580ba),2020-04-13T07:54:12.891Z,Stay Home
ObjectId(5e941aa44040df581af580bb),2020-04-13T07:54:12.907Z,Stay Home
ObjectId(5e941aa54040df581af580bc),2020-04-13T07:54:13.023Z,Stay Home
ObjectId(5e941b1d4040df581af580be),2020-04-13T07:56:13.425Z,Stay Home
ObjectId(5e941b1d4040df581af580bf),2020-04-13T07:56:13.435Z,Stay Home
ObjectId(5e941b1d4040df581af580c0),2020-04-13T07:56:13.443Z,Stay Home
ObjectId(5e941b1d4040df581af580c1),2020-04-13T07:56:13.451Z,Stay Home
ObjectId(5e941b1d4040df581af580c2),2020-04-13T07:56:13.553Z,Stay Home
ObjectId(5e941b1e4040df581af580c3),2020-04-13T07:56:14.153Z,Stay Home
ObjectId(5e941b954040df581af580c5),2020-04-13T07:58:13.927Z,Stay Home
ObjectId(5e941b954040df581af580c6),2020-04-13T07:58:13.956Z,Stay Home
ObjectId(5e941b954040df581af580c7),2020-04-13T07:58:13.960Z,Stay Home
ObjectId(5e941b954040df581af580c8),2020-04-13T07:58:13.973Z,Stay Home
ObjectId(5e941b964040df581af580c9),2020-04-13T07:58:14.051Z,Stay Home
ObjectId(5e941b964040df581af580ca),2020-04-13T07:58:14.683Z,Stay Home
ObjectId(5e941c0e4040df581af580cd),2020-04-13T08:00:14.441Z,Stay Home
ObjectId(5e941c0e4040df581af580ce),2020-04-13T08:00:14.452Z,Stay Home
ObjectId(5e941c0e4040df581af580cf),2020-04-13T08:00:14.466Z,Stay Home
ObjectId(5e941c0e4040df581af580d0),2020-04-13T08:00:14.508Z,Stay Home
ObjectId(5e941c0e4040df581af580d1),2020-04-13T08:00:14.567Z,Stay Home
ObjectId(5e941c0f4040df581af580d2),2020-04-13T08:00:15.212Z,Stay Home
ObjectId(5e941c864040df581af580d4),2020-04-13T08:02:14.951Z,Stay Home
ObjectId(5e941c864040df581af580d5),2020-04-13T08:02:14.962Z,Stay Home
ObjectId(5e941c874040df581af580d6),2020-04-13T08:02:15.005Z,Stay Home
ObjectId(5e941c874040df581af580d7),2020-04-13T08:02:15.026Z,Stay Home
ObjectId(5e941c874040df581af580d8),2020-04-13T08:02:15.060Z,Stay Home
ObjectId(5e941c874040df581af580d9),2020-04-13T08:02:15.847Z,Stay Home
ObjectId(5e941ce34040df581af580db),2020-04-13T08:03:47.004Z,Creative Industry
ObjectId(5e941cff4040df581af580dc),2020-04-13T08:04:15.512Z,Stay Home
ObjectId(5e941cff4040df581af580dd),2020-04-13T08:04:15.521Z,Stay Home
ObjectId(5e941cff4040df581af580de),2020-04-13T08:04:15.546Z,Stay Home
ObjectId(5e941cff4040df581af580df),2020-04-13T08:04:15.555Z,Stay Home
ObjectId(5e941cff4040df581af580e0),2020-04-13T08:04:15.585Z,Stay Home
ObjectId(5e941d004040df581af580e2),2020-04-13T08:04:16.382Z,Stay Home
ObjectId(5e941d244040df581af580e5),2020-04-13T08:04:52.565Z,Mental Health
ObjectId(5e941d244040df581af580e6),2020-04-13T08:04:52.566Z,Mental Health
ObjectId(5e941d244040df581af580e7),2020-04-13T08:04:52.883Z,Mental Health
ObjectId(5e941d244040df581af580e8),2020-04-13T08:04:52.889Z,Mental Health
ObjectId(5e941d254040df581af580ea),2020-04-13T08:04:53.862Z,Mental Health
ObjectId(5e941d254040df581af580eb),2020-04-13T08:04:53.867Z,Mental Health
ObjectId(5e941d264040df581af580ec),2020-04-13T08:04:54.183Z,Mental Health
ObjectId(5e941d264040df581af580ed),2020-04-13T08:04:54.686Z,Mental Health
ObjectId(5e941d274040df581af580ee),2020-04-13T08:04:55.182Z,Mental Health
ObjectId(5e941d274040df581af580ef),2020-04-13T08:04:55.186Z,Mental Health
ObjectId(5e941d274040df581af580f0),2020-04-13T08:04:55.685Z,Mental Health
ObjectId(5e941d284040df581af580f1),2020-04-13T08:04:56.210Z,Mental Health
ObjectId(5e941d534040df581af580f2),2020-04-13T08:05:39.826Z,Creative Industry
ObjectId(5e941d554040df581af580f3),2020-04-13T08:05:41.453Z,Creative Industry
ObjectId(5e941d5b4040df581af580f4),2020-04-13T08:05:47.303Z,Creative Industry
ObjectId(5e941d784040df581af580f6),2020-04-13T08:06:16.029Z,Stay Home
ObjectId(5e941d784040df581af580f7),2020-04-13T08:06:16.042Z,Stay Home
ObjectId(5e941d784040df581af580f8),2020-04-13T08:06:16.071Z,Stay Home
ObjectId(5e941d784040df581af580f9),2020-04-13T08:06:16.080Z,Stay Home
ObjectId(5e941d784040df581af580fa),2020-04-13T08:06:16.103Z,Stay Home
ObjectId(5e941d784040df581af580fb),2020-04-13T08:06:16.892Z,Stay Home
ObjectId(5e941d9d4040df581af580fd),2020-04-13T08:06:53.663Z,Mental Health
ObjectId(5e941d9d4040df581af580fe),2020-04-13T08:06:53.663Z,Mental Health
ObjectId(5e941d9e4040df581af580ff),2020-04-13T08:06:54.172Z,Mental Health
ObjectId(5e941d9e4040df581af58100),2020-04-13T08:06:54.173Z,Mental Health
ObjectId(5e941d9f4040df581af58101),2020-04-13T08:06:55.672Z,Mental Health
ObjectId(5e941da04040df581af58102),2020-04-13T08:06:56.176Z,Mental Health
ObjectId(5e941da04040df581af58103),2020-04-13T08:06:56.180Z,Mental Health
ObjectId(5e941da04040df581af58104),2020-04-13T08:06:56.681Z,Mental Health
ObjectId(5e941da04040df581af58105),2020-04-13T08:06:56.690Z,Mental Health
ObjectId(5e941da14040df581af58106),2020-04-13T08:06:57.189Z,Mental Health
ObjectId(5e941da14040df581af58107),2020-04-13T08:06:57.190Z,Mental Health
ObjectId(5e941da14040df581af58108),2020-04-13T08:06:57.191Z,Mental Health
ObjectId(5e941df04040df581af5810a),2020-04-13T08:08:16.558Z,Stay Home
ObjectId(5e941df04040df581af5810b),2020-04-13T08:08:16.563Z,Stay Home
ObjectId(5e941df04040df581af5810c),2020-04-13T08:08:16.584Z,Stay Home
ObjectId(5e941df04040df581af5810d),2020-04-13T08:08:16.604Z,Stay Home
ObjectId(5e941df04040df581af5810e),2020-04-13T08:08:16.605Z,Stay Home
ObjectId(5e941df14040df581af5810f),2020-04-13T08:08:17.389Z,Stay Home
ObjectId(5e941e184040df581af58110),2020-04-13T08:08:56.786Z,Mental Health
ObjectId(5e941e194040df581af58111),2020-04-13T08:08:57.275Z,Mental Health
ObjectId(5e941e194040df581af58112),2020-04-13T08:08:57.276Z,Mental Health
ObjectId(5e941e194040df581af58113),2020-04-13T08:08:57.777Z,Mental Health
ObjectId(5e941e1a4040df581af58114),2020-04-13T08:08:58.284Z,Mental Health
ObjectId(5e941e1a4040df581af58115),2020-04-13T08:08:58.785Z,Mental Health
ObjectId(5e941e1a4040df581af58116),2020-04-13T08:08:58.800Z,Mental Health
ObjectId(5e941e1b4040df581af58117),2020-04-13T08:08:59.310Z,Mental Health
ObjectId(5e941e1b4040df581af58118),2020-04-13T08:08:59.313Z,Mental Health
ObjectId(5e941e1c4040df581af58119),2020-04-13T08:09:00.296Z,Mental Health
ObjectId(5e941e1c4040df581af5811a),2020-04-13T08:09:00.793Z,Mental Health
ObjectId(5e941e1c4040df581af5811b),2020-04-13T08:09:00.815Z,Mental Health
ObjectId(5e941e5d4040df581af5811c),2020-04-13T08:10:05.170Z,Stay Home
ObjectId(5e941e5d4040df581af5811d),2020-04-13T08:10:05.175Z,Stay Home
ObjectId(5e941e5d4040df581af5811e),2020-04-13T08:10:05.182Z,Stay Home
ObjectId(5e941e5d4040df581af5811f),2020-04-13T08:10:05.183Z,Stay Home
ObjectId(5e941e5d4040df581af58120),2020-04-13T08:10:05.186Z,Stay Home
ObjectId(5e941e5d4040df581af58121),2020-04-13T08:10:05.197Z,Stay Home
ObjectId(5e941e934040df581af58122),2020-04-13T08:10:59.902Z,Medical Services
ObjectId(5e941e934040df581af58123),2020-04-13T08:10:59.907Z,Medical Services
ObjectId(5e941e944040df581af58124),2020-04-13T08:11:00.396Z,Medical Services
ObjectId(5e941e944040df581af58125),2020-04-13T08:11:00.401Z,Medical Services
ObjectId(5e941e944040df581af58126),2020-04-13T08:11:00.402Z,Medical Services
ObjectId(5e941e944040df581af58127),2020-04-13T08:11:00.918Z,Mental Health
ObjectId(5e941e944040df581af58128),2020-04-13T08:11:00.919Z,Mental Health
ObjectId(5e941ecb4040df581af5812a),2020-04-13T08:11:55.037Z,Local Business
ObjectId(5e941eff4040df581af5812c),2020-04-13T08:12:47.169Z,Persons with Disabilities
ObjectId(5e941f154040df581af5812d),2020-04-13T08:13:09.586Z,Students
ObjectId(5e941f1a4040df581af5812e),2020-04-13T08:13:14.973Z,Government Measures
ObjectId(5e941f324040df581af5812f),2020-04-13T08:13:38.576Z,Employment
ObjectId(5e941f334040df581af58130),2020-04-13T08:13:39.372Z,Join Networks
ObjectId(5e941f374040df581af58131),2020-04-13T08:13:43.379Z,Local Business
ObjectId(5e941f3e4040df581af58132),2020-04-13T08:13:50.698Z,Low-income Households
ObjectId(5e941f434040df581af58134),2020-04-13T08:13:55.618Z,Local Business
ObjectId(5e941f434040df581af58135),2020-04-13T08:13:55.924Z,Matching Givers to Receivers
ObjectId(5e941f4d4040df581af58136),2020-04-13T08:14:05.635Z,Obtaining Essentials
ObjectId(5e941f694040df581af58137),2020-04-13T08:14:33.776Z,Stay Home
ObjectId(5e941f774040df581af58138),2020-04-13T08:14:47.638Z,Persons with Disabilities
ObjectId(5e941f8e4040df581af5813a),2020-04-13T08:15:10.098Z,Students
ObjectId(5e941fab4040df581af5813c),2020-04-13T08:15:39.047Z,Employment
ObjectId(5e941faf4040df581af5813d),2020-04-13T08:15:43.861Z,Local Business
ObjectId(5e941fb54040df581af5813f),2020-04-13T08:15:49.102Z,Students
ObjectId(5e941fb74040df581af58140),2020-04-13T08:15:51.172Z,Low-income Households
ObjectId(5e9420694040df581af58144),2020-04-13T08:18:49.547Z,Persons with Disabilities
ObjectId(5e94206b4040df581af58145),2020-04-13T08:18:51.457Z,Persons with Disabilities
ObjectId(5e9420e24040df581af58146),2020-04-13T08:20:50.737Z,Persons with Disabilities
ObjectId(5e9420e34040df581af58147),2020-04-13T08:20:51.922Z,Persons with Disabilities
ObjectId(5e9420fe4040df581af58149),2020-04-13T08:21:18.625Z,Obtaining Essentials
ObjectId(5e9421014040df581af5814b),2020-04-13T08:21:21.866Z,Matching Givers to Receivers
ObjectId(5e9421444040df581af58150),2020-04-13T08:22:28.370Z,Medical Services
ObjectId(5e94217a4040df581af58152),2020-04-13T08:23:22.364Z,Matching Givers to Receivers
ObjectId(5e94220f4040df581af58154),2020-04-13T08:25:51.984Z,Obtaining Essentials
ObjectId(5e9422104040df581af58155),2020-04-13T08:25:52.210Z,Obtaining Essentials
ObjectId(5e9422104040df581af58156),2020-04-13T08:25:52.220Z,Obtaining Essentials
ObjectId(5e9422104040df581af58157),2020-04-13T08:25:52.226Z,Obtaining Essentials
ObjectId(5e9422104040df581af58158),2020-04-13T08:25:52.229Z,Obtaining Essentials
ObjectId(5e9422104040df581af58159),2020-04-13T08:25:52.245Z,Obtaining Essentials
